ID,androidsensoraccelerometermean,androidsensoraccelerometermin,androidsensoraccelerometermax,androidsensoraccelerometerstd,androidsensorgyroscopemean,androidsensorgyroscopemin,androidsensorgyroscopemax,androidsensorgyroscopestd,soundmean,soundmin,soundmax,soundstd
16,9.857670691,9.545333713,10.12946481,0.237155866,0.014269194,0.006093169,0.027895308,0.006387914,89.76142071,89.76142071,89.76142071,0
17,9.684962344,9.56921092,9.852782484,0.090202612,0.024635318,0.005597085,0.057749284,0.013877085,89.76254992,89.76254992,89.76254992,0.007604274
18,9.657632369,4.418987714,13.46175404,2.056518791,0.178344584,0.044144291,0.43563323,0.10482854,89.76509011,89.76509011,89.76509011,0
19,10.44866107,9.240114424,12.18242304,0.81737324,0.023854837,0.003906429,0.045917487,0.010418194,0,0,0,0
20,9.78606015,9.014106378,10.65821382,0.537361068,0.024220354,0.010940999,0.045904894,0.007355229,0,0,0,0
21,9.831355746,9.816834291,9.865245275,0.012113318,0.003665192,0.003665192,0.003665192,0.00130067,0,0,0,0
22,9.697224542,9.654454459,9.745329723,0.022399584,0.007102792,0.001727788,0.022954233,0.004691654,78.6006323,78.6006323,78.6006323,2.454332466
23,9.835809543,9.817016471,9.855371586,0.010856329,0.002731872,0.002731872,0.002731872,0.000357837,33.62482475,33.62482475,33.62482475,3.561159074
24,10.88434924,7.277514683,20.60223329,3.637787127,1.022610826,0.100349483,2.057591417,0.553163647,89.73767331,89.73767331,89.73767331,0.02707035
25,9.705124244,7.562006281,11.88995715,0.85196794,0,0,0,0,84.29581764,84.29581764,84.29581764,1.006611253
26,10.0074246,8.866850695,11.91864772,0.666754552,0.025688332,0.003533083,0.039872779,0.010998823,88.3431206,88.3431206,88.3431206,1.319971575
27,9.883224697,9.814959589,9.931001927,0.03996587,0.010039427,0.002803218,0.024305052,0.005402515,89.77665269,89.77665269,89.77665269,0.016555672
28,9.809636952,8.641409308,10.500606,0.428714913,0.016587199,0.005431804,0.037405803,0.008118677,83.42867802,83.42867802,83.42867802,1.714434315
29,9.715572752,8.827000943,10.92247731,0.345128985,0,0,0,0,41.21395681,41.21395681,41.21395681,1.543535889
30,11.11292982,6.622235558,16.87863964,3.005967214,0,0,0,0,0,0,0,0
31,9.985746509,9.277281525,10.73972208,0.401809256,0.015326864,0.006116376,0.056057512,0.015073352,0,0,0,0
32,9.578665783,9.519021082,9.655069715,0.03929384,0.04835678,0.006368931,0.12212836,0.035543527,89.74785872,89.74785872,89.74785872,0.186592981
33,9.68826787,9.604640266,9.782571321,0.03159439,0,0,0,0,37.26727209,36.25826713,38.27627705,1.426948495
34,9.878457014,5.67565673,18.14762965,1.842065538,0.214097906,0.016330194,0.697992112,0.159316153,0,0,0,0
35,10.37854185,5.798906728,17.02764361,3.113501054,1.952455243,0.330589184,5.07954333,1.132695022,80.21920263,78.94573289,81.49267237,1.800958172
36,9.962607227,9.927703298,9.999553298,0.024077859,0.02637508,0.008505485,0.055014396,0.013536854,89.77947049,89.77947049,89.77947049,0.004955264
37,9.754418538,8.371132831,11.96072965,0.727038123,0.055333257,0.031221518,0.077442596,0.01902871,84.023169,82.93124226,85.11509573,1.544217598
38,9.730153772,8.861276532,10.94567659,0.473023739,0.038035722,0.008387901,0.082439355,0.019452078,81.07232349,81.07232349,81.07232349,0.4908441
39,10.2486639,3.366626176,20.32882411,4.371203196,2.33401949,1.040891457,4.11390635,0.967367929,0,0,0,0
40,9.461856331,7.35931119,10.32824605,0.767311889,0.090509653,0.017661763,0.189127473,0.044012558,89.78566645,89.78566645,89.78566645,0.034126474
41,9.613072032,9.480837258,9.769468925,0.095295213,0.052518029,0.011764368,0.131312544,0.027649797,89.74616198,89.74616198,89.74616198,0.00379478
42,9.759542084,8.84580672,10.51988142,0.426678546,0.017873819,0.004282558,0.042388783,0.00882432,0,0,0,0
43,9.865683287,8.588257976,12.14163887,0.93360057,0.079356235,0.020211972,0.19839389,0.045345539,85.30626405,85.30626405,85.30626405,2.554476042
44,9.79146859,9.038637848,10.74100031,0.361404578,0.369703809,0.261418923,0.477988694,0.153137954,78.37405415,78.26355668,78.48455163,0.156267024
45,10.02677757,9.853451774,10.29244863,0.119821347,0.031769372,0.004945472,0.086534688,0.020265342,89.77045029,89.77045029,89.77045029,0.010617205
46,10.25912142,7.794856104,13.61238952,1.11202766,0,0,0,0,76.77888824,74.96531145,78.59246503,2.564784891
47,9.043389487,5.779399366,14.95569604,2.475285523,0.227655172,0.027347931,0.953915073,0.186711786,89.76677754,89.7569024,89.77665269,0.013965561
48,9.445797806,5.169101564,12.30328355,1.638485566,0.213924143,0.048905773,0.597195732,0.114922316,89.74955513,89.74955513,89.74955513,0
49,9.855621921,9.362176297,10.36818434,0.283793234,0.026182149,0.012331328,0.048361129,0.010721481,88.25290629,88.25290629,88.25290629,0
50,9.947107998,8.60954964,11.52368036,0.586526877,0,0,0,0,74.99472631,74.99472631,74.99472631,0.710971435
51,9.876113275,9.097328014,10.55172305,0.332534249,0.185820427,0.051892706,0.235189549,0.06370198,76.52927098,76.52927098,76.52927098,1.041147622
52,10.09322084,9.397615214,10.44692428,0.296392239,0.012768965,0.005429051,0.019282979,0.003999539,0,0,0,0
53,10.17911372,10.15185986,10.19728745,0.012329202,0.005958577,0.001182138,0.015041838,0.00292994,84.1956603,84.1956603,84.1956603,1.607510542
54,9.737787181,8.883672001,10.74691464,0.48165983,0.024455688,0.005710356,0.094893856,0.015884249,0,0,0,0
55,9.810792214,7.799848963,11.19255463,0.551022247,0,0,0,0,63.62012291,61.0845982,65.10062327,2.206110067
56,9.704940955,8.477634691,11.8144286,0.634693727,0.073851445,0.073720072,0.073982818,0.00018579,82.06798291,81.34216138,82.79380443,1.026466646
57,9.786544093,9.667842265,10.06573869,0.065252205,0.004405012,0.004405012,0.004405012,0.316939654,60.36568617,60.36568617,60.36568617,1.487858667
58,8.797126142,6.193219327,11.34901139,1.825304782,0.6567158,0.116965652,1.88464964,0.396465771,76.37243453,76.37243453,76.37243453,2.009993962
59,10.23444872,10.12694344,10.28698427,0.052041486,0.018523273,0.000610733,0.073242417,0.018311781,89.50673974,89.50673974,89.50673974,0.122969183
60,9.877091213,9.641762744,10.21121561,0.059946386,0.016592378,0.001065265,0.232991137,0.031558341,0,0,0,0
61,9.614156539,8.26611217,10.79189081,0.850056493,0.283573854,0.03103547,0.830608146,0.212831668,89.77016826,89.77016826,89.77016826,0.54663232
62,9.861124791,7.970827155,15.90259585,1.77212006,0.24398995,0.046462221,0.87545364,0.185561414,89.75548995,89.75548995,89.75548995,0
63,10.24627195,7.391883925,13.68603313,2.118233989,1.170704396,0.233057879,3.202690713,0.730025399,89.78256903,89.78256903,89.78256903,0.03706528
64,9.841987283,9.040439468,10.65951939,0.200328252,0.149991271,0.002731872,0.570757413,0.280565287,58.44412555,58.44412555,58.44412555,1.487858667
65,10.01276939,9.994760683,10.02068222,0.007160145,0.005932692,0.002845263,0.010922245,0.002303211,84.61765998,84.61765998,84.61765998,0.006186856
66,9.624961909,9.547518949,9.724543107,0.033932617,0,0,0,0,47.60422483,47.60422483,47.60422483,1.543535889
67,9.782869801,9.698872477,9.882769281,0.050857327,0.009574859,0.003665192,0.01852846,0.004621704,68.97721691,68.97721691,68.97721691,0.841880693
68,9.950215794,8.949021552,10.66232182,0.280799354,0.159322407,0.090655368,0.227989447,0.097109858,82.90641478,82.90641478,82.90641478,1.25992727
69,10.17079621,10.17079621,10.17079621,0.054581713,0.163095062,0.163095062,0.163095062,0.297446471,0,0,0,0
70,9.693140715,9.677163759,9.707439198,0.00693047,0.002423986,0.002116099,0.002731872,0.000435417,76.42240648,76.42240648,76.42240648,2.570155803
71,9.669588227,8.585760962,10.88822318,0.441030678,0,0,0,0,66.82077263,66.82077263,66.82077263,0.429528619
72,10.11437712,9.084318786,12.57561676,0.92252858,0.025188502,0.001523818,0.063361214,0.016955813,89.7670653,89.7670653,89.7670653,0.012531351
73,9.838252595,8.909131448,11.08846727,0.380306727,0.192448294,0.083971195,0.300925393,0.153409785,82.25812981,82.25812981,82.25812981,0.791667706
74,9.592917631,9.047487601,10.19162005,0.385535818,0.144177168,0.016383726,0.315770033,0.093740381,89.73808839,89.72520824,89.75096855,0.018215291
75,10.74817177,5.38712029,13.54867632,2.944299184,0.516041961,0.177893669,1.120378351,0.282271698,73.28719749,73.28719749,73.28719749,0
76,9.523350482,9.450701825,9.611741352,0.035361528,0,0,0,0,26.84845362,26.84845362,26.84845362,1.543535889
77,9.697129772,9.273539529,10.31219236,0.266337835,0.172323582,0.013294067,0.477424648,0.115561659,89.6045997,89.47265854,89.73654086,0.186592981
78,10.06722976,9.588463032,10.38024073,0.255571317,0.030424385,0.006437654,0.070026675,0.016320242,89.73767331,89.73767331,89.73767331,1.676496276
79,9.814550472,9.778977885,9.859244248,0.016175231,0.001421,0,0.003368662,0.000629533,0,0,0,0
80,9.787299497,7.590134568,11.9057561,0.849623097,0.103903832,0.053603208,0.154204456,0.071135825,80.99830871,80.99830871,80.99830871,1.25992727
81,13.62005521,2.326255019,61.58977174,8.662993242,2.383192926,0.522904891,5.785830733,1.05227876,0,0,0,0
82,9.91825398,9.14952514,11.41694981,0.594811278,0.10950925,0.01790397,0.412533073,0.092598891,89.79860738,89.79860738,89.79860738,0.149453718
83,9.75627372,8.714101329,10.81458328,0.787102469,0.218006332,0.031024758,1.405715639,0.265968885,89.77016826,89.77016826,89.77016826,0.54663232
84,9.829296038,9.519466635,10.43890399,0.142828991,0.636682848,0.035765626,2.260843537,1.085670697,70.17867052,70.17867052,70.17867052,0.434188614
85,10.50980058,4.344246137,15.43445817,3.318534037,2.014231825,0.383037852,3.520291417,0.826776607,0,0,0,0
86,9.815896862,9.775211528,9.853162865,0.01723531,0.001488218,0,0.003533083,0.000636759,0,0,0,0
87,9.788720511,9.17148,10.58287019,0.273740069,0.041588718,0.005736625,0.15677132,0.023708887,0,0,0,0
88,9.359829862,9.212973896,9.546423676,0.101726726,0,0,0,0,58.75035784,58.75035784,58.75035784,1.006611253
89,10.21115825,10.18083259,10.2652906,0.023526272,0.011455674,0.002214891,0.057985852,0.013525104,66.1941845,57.02516697,71.88564058,8.017386988
90,9.726526298,9.276132114,10.51237433,0.233958009,0,0,0,0,75.42586885,75.42586885,75.42586885,2.210173482
91,9.722017785,4.558950415,17.46510818,4.930889588,1.81723523,0.951354331,3.395840173,1.107422569,78.51552108,78.51552108,78.51552108,0
92,9.817179397,9.776560278,9.853168609,0.015809144,0.001755578,0,0.003985855,0.000735335,0,0,0,0
93,9.738870615,9.710617271,9.770043032,0.01773546,0.009483466,0.002116099,0.026682997,0.005209099,68.51830018,68.4222026,68.61439776,0.135902502
94,10.61767846,9.182754711,11.54560458,0.772435672,0.938224548,0.311396843,1.359086755,0.393843968,49.30765703,49.30765703,49.30765703,4.549349099
95,9.674622078,7.905271506,12.00100065,1.152290809,0.167445165,0.057336563,0.203409722,0.042804331,78.70581976,78.33644569,79.07519383,0.522373821
96,9.968569379,9.107787874,10.27889568,0.310799659,0.015711459,0.007751311,0.022206589,0.005880106,77.51973543,77.51973543,77.51973543,1.275010752
97,9.781142895,9.319972907,10.64855349,0.367963217,0.068021335,0.006999029,0.18870837,0.04065196,89.80956395,89.80956395,89.80956395,0.037445572
98,9.244548052,8.957710927,9.679247252,0.266338115,0.118402512,0.038462939,0.197324769,0.081028556,0,0,0,0
99,9.925656059,0.608633673,23.01741223,2.626068756,0.342244671,0.018140799,1.974838752,0.287096747,0,0,0,0
100,11.64570683,6.012911185,22.19677385,4.465245686,1.818675976,0.376445233,4.538566356,1.225319625,89.71158954,89.71158954,89.71158954,0.052428386
101,10.93734682,5.442056146,18.74928341,3.784006579,1.577652022,0.294689179,3.974965942,0.916287303,89.70505634,89.70505634,89.70505634,0.244118162
102,9.868060981,9.766563844,10.04758523,0.039358307,0.202421712,0.006229628,0.398613796,0.277457506,73.8871303,71.2100883,76.56417229,3.785909093
103,12.11385267,7.269520677,20.62034555,5.123492651,1.560850415,0.226101422,3.728535112,0.972298887,89.7533689,89.74757595,89.75916185,0.008192467
104,9.790574474,9.508476702,10.05226398,0.149916329,0.013689172,0.002130529,0.034254505,0.006635577,0,0,0,0
105,9.793522154,8.937326958,10.50535293,0.421684907,0.023784342,0.0041282,0.038143801,0.008734596,89.75746732,89.75746732,89.75746732,0.081124276
106,9.709153021,9.183982831,10.57302469,0.298172238,0.251735071,0.246238566,0.257231575,0.007773231,84.4749283,84.41888953,84.53096708,0.079250796
107,10.2993211,8.088141948,12.45625179,1.604990051,0.883040454,0.142877791,1.999408642,0.493791658,88.57273719,88.57273719,88.57273719,0.095156658
108,9.986784901,9.96519273,10.00159785,0.010941392,0.005797453,0.001688287,0.010622781,0.002049248,76.54867791,76.54867791,76.54867791,7.416336092
109,9.782883655,9.393816931,10.33509181,0.235506931,0.026767765,0.0181408,0.036187646,0.005545668,76.00884243,76.00884243,76.00884243,0.123906355
110,10.04547616,9.445551879,10.37255782,0.274958049,0.039803186,0.007964474,0.104856761,0.022166706,89.78369549,89.78369549,89.78369549,26.50721357
111,10.23574006,4.464744077,13.9785428,2.033678803,0.551727305,0.551727305,0.551727305,0.003474667,84.60028819,84.60028819,84.60028819,0
112,10.09621184,9.25290737,10.72178659,0.390404243,0.12819054,0.10586928,0.145196754,0.012229925,77.1176486,77.1176486,77.1176486,1.202780856
113,9.85287298,9.26813846,10.66911927,0.270165715,0.01518562,0.003195794,0.029979199,0.008135132,0,0,0,0
114,9.688123718,9.600376243,9.774485992,0.055845528,0.014967501,0.00254021,0.034986731,0.007675437,86.76315129,86.76315129,86.76315129,0
115,14.05880182,5.247791687,25.04656813,6.898469843,1.700975137,0.426283878,3.163470955,0.782191325,89.75125121,89.75125121,89.75125121,0
116,9.810632963,9.784712457,9.84581636,0.016808245,0.001180274,0,0.002609354,0.000717922,0,0,0,0
117,9.678391065,8.304344429,10.71747565,0.610864212,0.019701486,0.004392198,0.053930165,0.014047353,78.05854192,78.05854192,78.05854192,1.009566304
118,9.633059365,6.659352102,14.14861681,2.343192074,0.056053506,0.021476063,0.112432396,0.049241659,0,0,0,0
119,11.18079581,5.726519813,14.17211222,2.89547258,0.450289828,0.225553797,0.84635417,0.19184197,72.48770483,72.48770483,72.48770483,3.664410601
120,9.861550209,8.89007143,10.53679506,0.417800932,0.015600766,0.004845525,0.034557607,0.007016595,0,0,0,0
121,9.623285367,8.651585678,10.71783354,0.632752843,0.082689614,0.015726135,0.189040898,0.051354224,89.76029136,89.76029136,89.76029136,0.003588695
122,9.839176221,9.787731263,9.874449656,0.022275149,0,0,0,0,54.93268398,54.93268398,54.93268398,11.85321938
123,9.849869169,9.581838066,10.13977657,0.106430538,0.052192349,0.052192349,0.052192349,2.40E-10,64.93981398,64.93981398,64.93981398,0.74182227
124,9.859397212,9.303090193,10.53547782,0.33667439,0.043549306,0.021331904,0.067960199,0.011756527,85.76185309,85.76185309,85.76185309,1.623389592
125,9.803261782,9.655283316,10.01789843,0.045954958,0.011571807,0.002116099,0.019355851,0.006006279,51.36403448,51.36403448,51.36403448,3.785909093
126,9.885668281,9.854231939,9.908774256,0.014280394,0,0,0,0,64.74584675,64.74584675,64.74584675,4.866698612
127,10.31867696,9.137075469,10.85052687,0.486803438,0.1714886,0.039221764,0.482451764,0.167379039,74.15991493,74.15991493,74.15991493,0
128,10.42136022,10.2869128,10.64147394,0.159445516,0.007954229,0.006208357,0.009700101,0.002469036,75.34014728,75.34014728,75.34014728,0
129,9.779613618,8.460619579,11.08649313,0.562401521,0.053393953,0.053393953,0.053393953,0.005685001,76.73913474,76.73913474,76.73913474,3.309109197
130,10.17914625,10.11073672,10.23852206,0.024999414,0,0,0,0,58.7703945,58.7703945,58.7703945,1.006611253
131,9.530940807,8.72117578,10.43152556,0.630726374,0.222115753,0.072150314,0.537540681,0.10974452,89.73880561,89.73880561,89.73880561,0.034498713
132,9.809989108,9.777412624,9.848401554,0.021756141,0.001925679,0,0.002609354,0.000722422,0,0,0,0
133,9.530897884,9.343266654,9.754716039,0.10178328,0.092703388,0.012089863,0.300280296,0.073718161,89.76000899,89.76000899,89.76000899,0.009790997
134,9.837951144,9.78897657,9.877104416,0.021946994,0.002024076,0.001065265,0.003195794,0.000538509,0,0,0,0
135,9.73386153,9.497985407,9.891418458,0.118742396,0.178016418,0.018981952,0.607573877,0.162469302,89.71329305,89.71329305,89.71329305,0.014563849
136,9.312050602,5.298699412,12.48943618,1.978470769,0.840918474,0.250099286,1.38511278,0.345630771,72.45771983,68.82447348,76.09096617,5.138186252
137,10.12743415,10.03562849,10.17489009,0.047833609,0.039975245,0.014581895,0.066204773,0.01939609,89.76198534,89.76198534,89.76198534,0.029555071
138,10.63331184,4.601959189,14.8943088,5.369705261,0.553011843,0.323398085,1.008527448,0.212078969,78.2783953,78.2783953,78.2783953,3.664410601
139,9.925863031,6.470512177,14.78051849,1.28979731,0.194246311,0.00976331,0.688004163,0.10652053,0,0,0,0
140,10.08537149,7.611452668,13.33547927,2.044883682,0.472668347,0.04255914,1.502804719,0.331121914,0,0,0,0
141,10.09982919,7.644262317,14.92556807,2.625426286,0.786343308,0.202069334,1.495007711,0.347479493,89.70789747,89.70789747,89.70789747,0.037869722
142,9.818482487,8.930092854,10.76789043,0.508206547,0.017908422,0.00225567,0.045274704,0.010955828,0,0,0,0
143,9.887215704,8.201372844,11.25239491,0.551985422,0.073851445,0.073720072,0.073982818,0.00018579,82.03245857,81.43690402,82.64134963,0.602333545
144,9.826819237,9.585785413,9.940208714,0.051548774,0.004311659,0.004052022,0.004571297,0.000367183,59.91506947,59.33221973,60.4979192,0.824273999
145,9.733490686,9.530828621,9.994720805,0.127802979,0.032457232,0.026104114,0.040222495,0.003628899,89.69311345,89.69311345,89.69311345,0
146,9.602660585,9.287823306,10.01240799,0.249710809,0.024357729,0.00180712,0.047773012,0.011846857,89.70704522,89.70704522,89.70704522,0.037445572
147,10.02870482,9.411164697,10.70137272,0.28872776,0.379711382,0.356209533,0.403069934,0.016183666,74.53780281,74.53780281,74.53780281,1.433157989
148,9.91280288,8.962228243,10.51696551,0.325527943,0,0,0,0,68.64976512,68.64976512,68.64976512,1.186770245
149,9.77377836,9.682344453,10.03616776,0.073133477,0.010703722,0.007531253,0.013876191,0.004486549,69.28680969,69.28680969,69.28680969,2.147524832
150,10.10328766,9.850739496,10.28770116,0.149320661,0.061635768,0.007491941,0.139180046,0.03380891,71.60252651,71.60252651,71.60252651,1.805337429
151,9.855717881,9.816313744,9.894506473,0.018363073,0.002596674,0.001065265,0.004392198,0.000977734,0,0,0,0
152,9.811420501,9.620019079,10.01465642,0.082095614,0.006430594,0,0.013807406,0.002690577,0,0,0,0
153,9.878457418,9.231181564,10.83608689,0.58915108,0.218459493,0.018989249,0.377557704,0.096422096,89.76452569,89.76452569,89.76452569,0.07469519
154,9.863903756,9.740428691,10.03812154,0.091807021,0.0262032,0.0262032,0.0262032,0.025461683,69.11212225,69.11212225,69.11212225,6.953451009
155,9.660142265,9.504974589,9.901797703,0.105676196,0.226348728,0.043315448,0.845803076,0.199905489,89.76819378,89.76819378,89.76819378,0.014563849
156,9.636037599,9.320689567,9.847877792,0.152720431,0,0,0,0,69.32845445,69.32845445,69.32845445,1.431492737
157,10.01624327,9.183061642,11.50137191,0.591119589,0.02141272,0.005271707,0.043310118,0.009969073,0,0,0,0
158,9.976625032,9.788117489,10.10765989,0.080565548,0.06395868,0.010679528,0.180435903,0.049577255,89.63859365,89.63859365,89.63859365,0.299859059
159,9.381407785,7.327997118,9.700513846,0.684614887,0.130204387,0.017211515,0.525841937,0.092064184,89.76254992,89.76254992,89.76254992,0.186592981
160,9.769969289,4.133101797,12.08083911,2.90753135,0.701370974,0.16592752,1.370503487,0.362394592,77.53589952,77.53589952,77.53589952,2.009993962
161,10.17476543,7.839422502,14.6729561,2.292007232,0.230527564,0.080223823,0.756610303,0.182640543,89.75365042,89.7464448,89.76085605,0.010190299
162,8.961141346,4.387490724,15.94895737,4.337438314,1.71147204,0.398339237,3.010662036,0.662191541,89.72407416,89.72407416,89.72407416,0.025836853
163,9.907652621,9.392841266,10.61107403,0.316104106,0.069735319,0.02682248,0.113620939,0.021178122,89.57536892,89.57536892,89.57536892,0.28607055
164,9.822704292,9.167165569,10.91196774,0.256493224,0.243090596,0.243090596,0.243090596,0.054193568,72.8492904,72.8492904,72.8492904,1.675734223
165,10.19920399,4.611921012,16.15290055,3.243384532,0.431321523,0.02701571,1.125329695,0.318528087,74.08472675,74.08472675,74.08472675,0
166,10.07409171,8.742501895,10.72956675,0.292244858,0,0,0,0,74.70399097,74.70399097,74.70399097,5.538315741
167,9.836949986,9.798991019,9.876621183,0.020692412,0,0,0,0,60.0145938,54.28659519,65.74259241,8.100613319
168,10.21671235,9.094663847,11.54400046,0.754791953,0.373241967,0.0159884,0.961917797,0.339434642,83.17990754,83.17990754,83.17990754,0.00019979
169,10.59424382,8.395197559,13.39509713,1.992211235,0.539700741,0.058640465,1.074742847,0.311119284,74.75180333,74.75180333,74.75180333,0
170,9.827434623,9.795275,9.856147526,0.014882163,0.001415511,0,0.002609354,0.000894316,52.88877179,52.88877179,52.88877179,5.597688009
171,11.25852648,7.377673606,15.2274543,2.554621604,0.68714499,0.381346764,1.089714068,0.246963168,73.70228938,73.70228938,73.70228938,0
172,9.640670268,9.563838352,9.693588875,0.045697638,0.022526672,0.005238078,0.065905649,0.013863347,89.76311448,89.76311448,89.76311448,0.005790903
173,10.62097924,4.902314359,14.11432096,3.860203687,0.602398813,0.210484855,1.265567573,0.266201452,72.45771983,68.82447348,76.09096617,5.138186252
174,9.738856203,9.514083305,10.17125361,0.195974509,0.424469427,0.159373775,0.68956508,0.374901868,0,0,0,0
175,10.19964305,10.1469929,10.24788969,0.027255447,0,0,0,0,64.3707101,64.3707101,64.3707101,1.006611253
176,11.07319163,4.901350368,14.00950758,2.950029222,0.498469378,0.146135108,0.871378991,0.194402433,81.10756663,81.10756663,81.10756663,0.322535447
177,9.691492843,9.621469639,9.772553104,0.03164325,0,0,0,0,49.54242509,49.54242509,49.54242509,2.088277966
178,10.2577779,9.339257188,11.50113001,0.79650654,0.189343599,0.031518834,0.49357287,0.11876649,89.72889296,89.72889296,89.72889296,0.004597568
179,9.488017903,9.22205053,9.79309857,0.16903107,0.062997906,0.00750039,0.229960931,0.061266343,89.80647503,89.80647503,89.80647503,0.00877835
180,9.815294209,9.767169383,9.854579908,0.016619685,0.00151519,0,0.003195794,0.000731383,0,0,0,0
181,10.13254036,9.820127101,10.72073906,0.252683796,0.038618511,0.008395676,0.099133728,0.024269144,89.74701039,89.74701039,89.74701039,0.008189536
182,9.733158065,9.310561853,10.48959852,0.237241959,0.052678498,0.007531252,0.239465408,0.051366788,81.21169063,81.21169063,81.21169063,4.787627955
183,10.17472839,9.959636073,10.41176726,0.138525249,0.022428016,0.004151569,0.078956278,0.014130132,89.74446491,89.74446491,89.74446491,0.000998367
184,9.700695489,9.533501156,9.833002781,0.074497179,0.030113506,0.007256609,0.086175194,0.018942917,84.3016423,84.3016423,84.3016423,0
185,10.7051593,6.10027509,21.3792596,4.550347277,1.512945446,0.498027618,3.629637783,0.942724019,89.75887945,89.75887945,89.75887945,0.052428386
186,9.826148162,9.803295404,9.850909933,0.013673245,0.001590268,0.001065265,0.002609354,0.000535166,50.42276167,50.42276167,50.42276167,0.488057137
187,10.04606041,6.460484307,13.75449857,1.845439302,0.260331813,0.260331813,0.260331813,0.026611598,83.70063841,83.70063841,83.70063841,0
188,10.88426561,5.594919828,18.83899686,4.736209235,1.251240699,0.08979332,2.79101423,0.789419237,89.71357693,89.71357693,89.71357693,0.011399913
189,9.561283099,8.758009651,10.36455655,1.136000204,0,0,0,0,0,0,0,0
190,9.920530828,9.129260706,10.78070886,0.437660238,0.022871767,0.008641137,0.071185046,0.012759197,0,0,0,0
191,9.769158784,9.687146394,9.860332269,0.034910732,0.005435191,0.001727788,0.009142594,0.00524306,71.60189106,71.4968239,71.70695822,0.148587403
192,9.965445082,6.074829883,13.59098916,2.389467296,1.436963147,0.544739206,3.177125074,0.734812758,89.78763697,89.78763697,89.78763697,0
193,9.992833853,5.694707099,13.29163724,2.753390585,0.601288461,0.145827972,1.176713344,0.246323097,75.35646996,75.35646996,75.35646996,0
194,10.20743194,9.981878307,10.41258068,0.137846305,0.022222887,0.004422154,0.078125531,0.018665273,89.76226764,89.76226764,89.76226764,0.001197709
195,9.829993471,9.801195251,9.861088758,0.018577565,0.001530119,0,0.002382004,0.00054936,0,0,0,0
196,9.798305044,9.473148396,10.11301172,0.174141239,0.04140289,0.012331328,0.086928452,0.016390946,0,0,0,0
197,9.943154139,9.905794207,10.05298077,0.039326873,0.022559742,0.003598811,0.084549547,0.02410923,89.61536895,89.61536895,89.61536895,2.099441427
198,9.448043956,9.419826363,9.470830705,0.020198619,0.006742588,0.002478743,0.010142137,0.002262004,53.34905906,53.34905906,53.34905906,12.13148841
199,10.79682964,7.096102473,13.35142363,2.835510721,0.644491917,0.261808216,1.355065987,0.356442932,74.08472675,74.08472675,74.08472675,0
200,9.890143429,7.306073427,15.2220984,1.464202829,0.131368699,0.131368699,0.131368699,0.025361598,86.90551369,86.90551369,86.90551369,0.951800966
